week,state,state_name,disease,cases,incidence_per_capita
196107,HI,HAWAII,MEASLES,11,1.67
196107,IA,IOWA,MEASLES,122,4.43
196107,ID,IDAHO,MEASLES,43,6.29
196107,IL,ILLINOIS,MEASLES,512,5.05
196107,IN,INDIANA,MEASLES,310,6.55
196107,KY,KENTUCKY,MEASLES,976,31.96
196107,MA,MASSACHUSETTS,MEASLES,506,9.7
196107,MD,MARYLAND,MEASLES,39,1.23
196107,ME,MAINE,MEASLES,37,3.72
196107,MI,MICHIGAN,MEASLES,473,5.99
196107,MN,MINNESOTA,MEASLES,4,0.12
196107,MO,MISSOURI,MEASLES,255,5.86
196107,MS,MISSISSIPPI,MEASLES,47,2.13
196107,MT,MONTANA,MEASLES,28,4.02
196107,NC,NORTH CAROLINA,MEASLES,260,5.58
196107,ND,NORTH DAKOTA,MEASLES,63,9.83
196107,NE,NEBRASKA,MEASLES,1,0.07
196107,NH,NEW HAMPSHIRE,MEASLES,32,5.18
196107,NJ,NEW JERSEY,MEASLES,335,5.35
196107,NV,NEVADA,MEASLES,2,0.63
196107,NY,NEW YORK,MEASLES,857,5.02
196107,OH,OHIO,MEASLES,1013,10.28
196107,OR,OREGON,MEASLES,109,6.1
196107,PA,PENNSYLVANIA,MEASLES,743,6.52
196107,RI,RHODE ISLAND,MEASLES,234,27.27
196107,SC,SOUTH CAROLINA,MEASLES,249,10.34
196107,TN,TENNESSEE,MEASLES,479,13.22
196107,TX,TEXAS,MEASLES,305,3.11
196107,UT,UTAH,MEASLES,62,6.62
196107,VA,VIRGINIA,MEASLES,189,4.62
196107,VT,VERMONT,MEASLES,97,24.87
196107,WA,WASHINGTON,MEASLES,269,9.33
196107,WI,WISCONSIN,MEASLES,1345,33.55
196107,WV,WEST VIRGINIA,MEASLES,114,6.24
196107,WY,WYOMING,MEASLES,4,1.19
196108,AK,ALASKA,MEASLES,2,0.84
196108,AL,ALABAMA,MEASLES,204,6.15
196108,AR,ARKANSAS,MEASLES,43,2.38
196108,AZ,ARIZONA,MEASLES,202,14.36
196108,CA,CALIFORNIA,MEASLES,640,3.88
196108,CO,COLORADO,MEASLES,97,5.26
196108,CT,CONNECTICUT,MEASLES,125,4.83
196108,DC,DISTRICT OF COLUMBIA,MEASLES,3,0.39
196108,DE,DELAWARE,MEASLES,98,21.26
196108,FL,FLORIDA,MEASLES,325,6.2
196108,GA,GEORGIA,MEASLES,13,0.32
196108,HI,HAWAII,MEASLES,3,0.46
196108,IA,IOWA,MEASLES,55,2
196108,ID,IDAHO,MEASLES,48,7.02
196108,IL,ILLINOIS,MEASLES,385,3.8
196108,IN,INDIANA,MEASLES,189,4
196108,KY,KENTUCKY,MEASLES,682,22.33
196108,LA,LOUISIANA,MEASLES,3,0.09
196108,MA,MASSACHUSETTS,MEASLES,487,9.33
196108,MD,MARYLAND,MEASLES,98,3.09
196108,ME,MAINE,MEASLES,7,0.7
196108,MI,MICHIGAN,MEASLES,794,10.06
196108,MN,MINNESOTA,MEASLES,12,0.35
196108,MO,MISSOURI,MEASLES,559,12.85
196108,MS,MISSISSIPPI,MEASLES,39,1.77
196108,MT,MONTANA,MEASLES,87,12.5
196108,NC,NORTH CAROLINA,MEASLES,206,4.42
196108,ND,NORTH DAKOTA,MEASLES,42,6.55
196108,NE,NEBRASKA,MEASLES,23,1.59
196108,NH,NEW HAMPSHIRE,MEASLES,8,1.29
196108,NJ,NEW JERSEY,MEASLES,322,5.14
196108,NV,NEVADA,MEASLES,1,0.32
196108,NY,NEW YORK,MEASLES,1251,7.33
196108,OH,OHIO,MEASLES,946,9.6
196108,OK,OKLAHOMA,MEASLES,4,0.17
196108,OR,OREGON,MEASLES,162,9.07
196108,PA,PENNSYLVANIA,MEASLES,797,7
196108,RI,RHODE ISLAND,MEASLES,248,28.9
196108,SC,SOUTH CAROLINA,MEASLES,218,9.05
196108,TN,TENNESSEE,MEASLES,421,11.62
196108,TX,TEXAS,MEASLES,381,3.88
196108,UT,UTAH,MEASLES,50,5.34
196108,VA,VIRGINIA,MEASLES,221,5.4
196108,VT,VERMONT,MEASLES,119,30.51
196108,WA,WASHINGTON,MEASLES,251,8.71
196108,WI,WISCONSIN,MEASLES,1284,32.03
196108,WV,WEST VIRGINIA,MEASLES,130,7.11
196108,WY,WYOMING,MEASLES,11,3.26
196109,AK,ALASKA,MEASLES,2,0.84
196109,AL,ALABAMA,MEASLES,228,6.88
196109,AR,ARKANSAS,MEASLES,233,12.9
196109,AZ,ARIZONA,MEASLES,325,23.1
196109,CA,CALIFORNIA,MEASLES,836,5.07
196109,CO,COLORADO,MEASLES,118,6.4
196109,CT,CONNECTICUT,MEASLES,110,4.25
196109,DC,DISTRICT OF COLUMBIA,MEASLES,5,0.64
196109,DE,DELAWARE,MEASLES,52,11.28
196109,FL,FLORIDA,MEASLES,315,6.01
196109,HI,HAWAII,MEASLES,8,1.21
196109,IA,IOWA,MEASLES,222,8.06
196109,ID,IDAHO,MEASLES,47,6.87
196109,IL,ILLINOIS,MEASLES,474,4.68
196109,IN,INDIANA,MEASLES,268,5.67
196109,KY,KENTUCKY,MEASLES,877,28.72
196109,MA,MASSACHUSETTS,MEASLES,582,11.15
196109,MD,MARYLAND,MEASLES,142,4.47
196109,ME,MAINE,MEASLES,11,1.11
196109,MI,MICHIGAN,MEASLES,823,10.43
196109,MN,MINNESOTA,MEASLES,13,0.37
196109,MO,MISSOURI,MEASLES,342,7.86
196109,MS,MISSISSIPPI,MEASLES,62,2.81
196109,MT,MONTANA,MEASLES,83,11.93
196109,NC,NORTH CAROLINA,MEASLES,425,9.11
196109,ND,NORTH DAKOTA,MEASLES,106,16.54
196109,NE,NEBRASKA,MEASLES,46,3.18
196109,NH,NEW HAMPSHIRE,MEASLES,6,0.97
196109,NJ,NEW JERSEY,MEASLES,342,5.46
196109,NV,NEVADA,MEASLES,31,9.84
196109,NY,NEW YORK,MEASLES,1239,7.26
196109,OH,OHIO,MEASLES,1060,10.76
196109,OK,OKLAHOMA,MEASLES,1,0.04
196109,OR,OREGON,MEASLES,146,8.17
196109,PA,PENNSYLVANIA,MEASLES,817,7.17
196109,RI,RHODE ISLAND,MEASLES,304,35.43
196109,SC,SOUTH CAROLINA,MEASLES,138,5.73
196109,SD,SOUTH DAKOTA,MEASLES,1,0.14
196109,TN,TENNESSEE,MEASLES,555,15.32
196109,TX,TEXAS,MEASLES,345,3.51
196109,UT,UTAH,MEASLES,74,7.91
196109,VA,VIRGINIA,MEASLES,368,8.99
196109,VT,VERMONT,MEASLES,39,10
196109,WA,WASHINGTON,MEASLES,315,10.93
196109,WI,WISCONSIN,MEASLES,1418,35.37
196109,WV,WEST VIRGINIA,MEASLES,293,16.03
196109,WY,WYOMING,MEASLES,3,0.89
196110,AK,ALASKA,MEASLES,6,2.52
196110,AL,ALABAMA,MEASLES,155,4.67
196110,AR,ARKANSAS,MEASLES,190,10.52
196110,AZ,ARIZONA,MEASLES,375,26.65
196110,CA,CALIFORNIA,MEASLES,1214,7.36
196110,CO,COLORADO,MEASLES,98,5.31
196110,CT,CONNECTICUT,MEASLES,215,8.31
196110,DC,DISTRICT OF COLUMBIA,MEASLES,3,0.39
196110,DE,DELAWARE,MEASLES,127,27.55
196110,FL,FLORIDA,MEASLES,455,8.68
196110,GA,GEORGIA,MEASLES,41,1.02
196110,IA,IOWA,MEASLES,153,5.55
196110,ID,IDAHO,MEASLES,61,8.92
196110,IL,ILLINOIS,MEASLES,519,5.12
196110,IN,INDIANA,MEASLES,241,5.1
196110,KY,KENTUCKY,MEASLES,621,20.33
196110,LA,LOUISIANA,MEASLES,2,0.06
196110,MA,MASSACHUSETTS,MEASLES,737,14.12
196110,MD,MARYLAND,MEASLES,94,2.96
196110,ME,MAINE,MEASLES,16,1.61
196110,MI,MICHIGAN,MEASLES,1226,15.53
196110,MN,MINNESOTA,MEASLES,15,0.43
196110,MO,MISSOURI,MEASLES,268,6.16
196110,MS,MISSISSIPPI,MEASLES,68,3.08
196110,MT,MONTANA,MEASLES,68,9.77
196110,NC,NORTH CAROLINA,MEASLES,237,5.08
196110,ND,NORTH DAKOTA,MEASLES,67,10.45
196110,NE,NEBRASKA,MEASLES,23,1.59
196110,NH,NEW HAMPSHIRE,MEASLES,25,4.05
196110,NJ,NEW JERSEY,MEASLES,526,8.4
196110,NV,NEVADA,MEASLES,19,6.03
196110,NY,NEW YORK,MEASLES,1044,6.12
196110,OH,OHIO,MEASLES,1338,13.58
196110,OK,OKLAHOMA,MEASLES,1,0.04
196110,OR,OREGON,MEASLES,126,7.05
196110,PA,PENNSYLVANIA,MEASLES,826,7.25
196110,RI,RHODE ISLAND,MEASLES,385,44.87
196110,SC,SOUTH CAROLINA,MEASLES,168,6.97
196110,TN,TENNESSEE,MEASLES,382,10.55
196110,TX,TEXAS,MEASLES,439,4.47
196110,UT,UTAH,MEASLES,36,3.85
196110,VA,VIRGINIA,MEASLES,430,10.5
196110,VT,VERMONT,MEASLES,55,14.1
196110,WA,WASHINGTON,MEASLES,244,8.47
196110,WI,WISCONSIN,MEASLES,1428,35.62
196110,WV,WEST VIRGINIA,MEASLES,294,16.08
196110,WY,WYOMING,MEASLES,3,0.89
196111,AK,ALASKA,MEASLES,1,0.42
196111,AL,ALABAMA,MEASLES,19,0.57
196111,AR,ARKANSAS,MEASLES,190,10.52
196111,AZ,ARIZONA,MEASLES,435,30.92
196111,CA,CALIFORNIA,MEASLES,1328,8.05
196111,CO,COLORADO,MEASLES,87,4.72
196111,CT,CONNECTICUT,MEASLES,183,7.08
196111,DC,DISTRICT OF COLUMBIA,MEASLES,6,0.77
196111,DE,DELAWARE,MEASLES,99,21.48
196111,FL,FLORIDA,MEASLES,323,6.16
196111,GA,GEORGIA,MEASLES,12,0.3
196111,HI,HAWAII,MEASLES,2,0.3
196111,IA,IOWA,MEASLES,154,5.59
196111,ID,IDAHO,MEASLES,47,6.87
196111,IL,ILLINOIS,MEASLES,456,4.5
196111,IN,INDIANA,MEASLES,182,3.85
196111,KY,KENTUCKY,MEASLES,364,11.92
196111,LA,LOUISIANA,MEASLES,4,0.12
196111,MA,MASSACHUSETTS,MEASLES,587,11.25
196111,MD,MARYLAND,MEASLES,110,3.46
196111,ME,MAINE,MEASLES,10,1.01
196111,MI,MICHIGAN,MEASLES,758,9.6
196111,MN,MINNESOTA,MEASLES,6,0.17
196111,MO,MISSOURI,MEASLES,229,5.27
196111,MS,MISSISSIPPI,MEASLES,51,2.31
196111,MT,MONTANA,MEASLES,75,10.78
196111,NC,NORTH CAROLINA,MEASLES,319,6.84
196111,ND,NORTH DAKOTA,MEASLES,104,16.22
196111,NE,NEBRASKA,MEASLES,26,1.8
196111,NH,NEW HAMPSHIRE,MEASLES,55,8.9
196111,NJ,NEW JERSEY,MEASLES,520,8.3
196111,NV,NEVADA,MEASLES,6,1.9
196111,NY,NEW YORK,MEASLES,1286,7.54
196111,OH,OHIO,MEASLES,762,7.73
196111,OK,OKLAHOMA,MEASLES,1,0.04
196111,OR,OREGON,MEASLES,117,6.55
196111,PA,PENNSYLVANIA,MEASLES,1073,9.42
196111,RI,RHODE ISLAND,MEASLES,384,44.76
196111,SC,SOUTH CAROLINA,MEASLES,126,5.23
196111,TN,TENNESSEE,MEASLES,441,12.18
196111,TX,TEXAS,MEASLES,500,5.09
196111,UT,UTAH,MEASLES,45,4.81
196111,VA,VIRGINIA,MEASLES,404,9.87
196111,VT,VERMONT,MEASLES,17,4.36
196111,WA,WASHINGTON,MEASLES,223,7.74
196111,WI,WISCONSIN,MEASLES,1385,34.55
196111,WV,WEST VIRGINIA,MEASLES,214,11.71
196111,WY,WYOMING,MEASLES,7,2.08
196112,AK,ALASKA,MEASLES,14,5.88
196112,AL,ALABAMA,MEASLES,226,6.82
196112,AR,ARKANSAS,MEASLES,134,7.42
196112,AZ,ARIZONA,MEASLES,442,31.41
196112,CA,CALIFORNIA,MEASLES,1308,7.93
196112,CO,COLORADO,MEASLES,133,7.21
196112,CT,CONNECTICUT,MEASLES,131,5.07
196112,DC,DISTRICT OF COLUMBIA,MEASLES,10,1.29
196112,DE,DELAWARE,MEASLES,69,14.97
196112,FL,FLORIDA,MEASLES,483,9.21
196112,GA,GEORGIA,MEASLES,6,0.15
196112,IA,IOWA,MEASLES,125,4.54
196112,ID,IDAHO,MEASLES,77,11.26
196112,IL,ILLINOIS,MEASLES,523,5.16
196112,IN,INDIANA,MEASLES,167,3.53
196112,KY,KENTUCKY,MEASLES,304,9.95
196112,MA,MASSACHUSETTS,MEASLES,602,11.53
196112,MD,MARYLAND,MEASLES,120,3.78
196112,ME,MAINE,MEASLES,26,2.61
196112,MI,MICHIGAN,MEASLES,1258,15.94
196112,MN,MINNESOTA,MEASLES,21,0.61
196112,MO,MISSOURI,MEASLES,164,3.77
196112,MS,MISSISSIPPI,MEASLES,38,1.72
196112,MT,MONTANA,MEASLES,63,9.05
196112,NC,NORTH CAROLINA,MEASLES,354,7.59
196112,ND,NORTH DAKOTA,MEASLES,107,16.69
196112,NE,NEBRASKA,MEASLES,8,0.55
196112,NH,NEW HAMPSHIRE,MEASLES,50,8.09
196112,NJ,NEW JERSEY,MEASLES,629,10.04
196112,NV,NEVADA,MEASLES,4,1.27
196112,NY,NEW YORK,MEASLES,1403,8.22
196112,OH,OHIO,MEASLES,1186,12.04
196112,OK,OKLAHOMA,MEASLES,1,0.04
196112,OR,OREGON,MEASLES,188,10.52
196112,PA,PENNSYLVANIA,MEASLES,945,8.3
196112,RI,RHODE ISLAND,MEASLES,399,46.5
196112,SC,SOUTH CAROLINA,MEASLES,85,3.53
196112,TN,TENNESSEE,MEASLES,562,15.52
196112,TX,TEXAS,MEASLES,564,5.74
196112,UT,UTAH,MEASLES,25,2.67
196112,VA,VIRGINIA,MEASLES,290,7.08
196112,VT,VERMONT,MEASLES,71,18.21
196112,WA,WASHINGTON,MEASLES,250,8.67
196112,WI,WISCONSIN,MEASLES,1661,41.43
196112,WV,WEST VIRGINIA,MEASLES,280,15.32
196112,WY,WYOMING,MEASLES,5,1.48
196113,AK,ALASKA,MEASLES,10,4.2
196113,AL,ALABAMA,MEASLES,143,4.31
196113,AR,ARKANSAS,MEASLES,56,3.1
196113,AZ,ARIZONA,MEASLES,416,29.57
196113,CA,CALIFORNIA,MEASLES,1678,10.17
196113,CO,COLORADO,MEASLES,97,5.26
196113,CT,CONNECTICUT,MEASLES,206,7.97
196113,DC,DISTRICT OF COLUMBIA,MEASLES,4,0.51
196113,DE,DELAWARE,MEASLES,84,18.22
196113,FL,FLORIDA,MEASLES,209,3.99
196113,GA,GEORGIA,MEASLES,48,1.2
196113,HI,HAWAII,MEASLES,6,0.91
196113,IA,IOWA,MEASLES,234,8.49
196113,ID,IDAHO,MEASLES,56,8.19
196113,IL,ILLINOIS,MEASLES,480,4.74
196113,IN,INDIANA,MEASLES,207,4.38
196113,KY,KENTUCKY,MEASLES,554,18.14
196113,LA,LOUISIANA,MEASLES,1,0.03
196113,MA,MASSACHUSETTS,MEASLES,628,12.03
196113,MD,MARYLAND,MEASLES,128,4.03
196113,ME,MAINE,MEASLES,20,2.01
196113,MI,MICHIGAN,MEASLES,1093,13.85
196113,MN,MINNESOTA,MEASLES,14,0.4
196113,MO,MISSOURI,MEASLES,173,3.98
196113,MS,MISSISSIPPI,MEASLES,49,2.22
196113,MT,MONTANA,MEASLES,75,10.78
196113,NC,NORTH CAROLINA,MEASLES,267,5.73
196113,ND,NORTH DAKOTA,MEASLES,50,7.8
196113,NE,NEBRASKA,MEASLES,69,4.77
196113,NH,NEW HAMPSHIRE,MEASLES,70,11.33
196113,NJ,NEW JERSEY,MEASLES,549,8.76
196113,NV,NEVADA,MEASLES,4,1.27
196113,NY,NEW YORK,MEASLES,1030,6.04
196113,OH,OHIO,MEASLES,918,9.32
196113,OR,OREGON,MEASLES,170,9.51
196113,PA,PENNSYLVANIA,MEASLES,640,5.62
196113,RI,RHODE ISLAND,MEASLES,395,46.04
196113,SC,SOUTH CAROLINA,MEASLES,89,3.69
196113,TN,TENNESSEE,MEASLES,496,13.69
196113,TX,TEXAS,MEASLES,465,4.74
196113,UT,UTAH,MEASLES,32,3.42
196113,VA,VIRGINIA,MEASLES,379,9.26
196113,VT,VERMONT,MEASLES,3,0.77
196113,WA,WASHINGTON,MEASLES,317,11
196113,WI,WISCONSIN,MEASLES,1706,42.55
196113,WV,WEST VIRGINIA,MEASLES,225,12.31
196113,WY,WYOMING,MEASLES,4,1.19
196114,AK,ALASKA,MEASLES,5,2.1
196114,AL,ALABAMA,MEASLES,113,3.41
196114,AR,ARKANSAS,MEASLES,37,2.05
196114,AZ,ARIZONA,MEASLES,510,36.25
196114,CA,CALIFORNIA,MEASLES,1401,8.49
196114,CO,COLORADO,MEASLES,147,7.97
196114,CT,CONNECTICUT,MEASLES,247,9.55
196114,DC,DISTRICT OF COLUMBIA,MEASLES,6,0.77
196114,DE,DELAWARE,MEASLES,47,10.2
196114,FL,FLORIDA,MEASLES,341,6.5
196114,GA,GEORGIA,MEASLES,13,0.32
196114,HI,HAWAII,MEASLES,8,1.21
196114,IA,IOWA,MEASLES,435,15.78
196114,ID,IDAHO,MEASLES,51,7.46
196114,IL,ILLINOIS,MEASLES,525,5.18
196114,IN,INDIANA,MEASLES,150,3.17
196114,KY,KENTUCKY,MEASLES,206,6.75
196114,MA,MASSACHUSETTS,MEASLES,728,13.95
196114,MD,MARYLAND,MEASLES,147,4.63
196114,ME,MAINE,MEASLES,23,2.31
196114,MI,MICHIGAN,MEASLES,1162,14.72
196114,MN,MINNESOTA,MEASLES,8,0.23
196114,MO,MISSOURI,MEASLES,138,3.17
196114,MS,MISSISSIPPI,MEASLES,92,4.17
196114,MT,MONTANA,MEASLES,71,10.2
196114,NC,NORTH CAROLINA,MEASLES,224,4.8
196114,ND,NORTH DAKOTA,MEASLES,113,17.63
196114,NH,NEW HAMPSHIRE,MEASLES,82,13.27
196114,NJ,NEW JERSEY,MEASLES,640,10.22
196114,NV,NEVADA,MEASLES,24,7.62
196114,NY,NEW YORK,MEASLES,1089,6.38
196114,OH,OHIO,MEASLES,812,8.24
196114,OK,OKLAHOMA,MEASLES,6,0.25
196114,OR,OREGON,MEASLES,177,9.9
196114,PA,PENNSYLVANIA,MEASLES,1001,8.79
196114,RI,RHODE ISLAND,MEASLES,300,34.97
196114,SC,SOUTH CAROLINA,MEASLES,99,4.11
196114,TN,TENNESSEE,MEASLES,556,15.35
196114,TX,TEXAS,MEASLES,525,5.35
196114,UT,UTAH,MEASLES,38,4.06
196114,VA,VIRGINIA,MEASLES,472,11.53
196114,VT,VERMONT,MEASLES,38,9.74
196114,WA,WASHINGTON,MEASLES,207,7.18
196114,WI,WISCONSIN,MEASLES,1711,42.68
196114,WV,WEST VIRGINIA,MEASLES,275,15.04
196114,WY,WYOMING,MEASLES,126,37.39
196116,AK,ALASKA,MEASLES,9,3.78
196116,AL,ALABAMA,MEASLES,47,1.42
196116,AR,ARKANSAS,MEASLES,29,1.61
196116,AZ,ARIZONA,MEASLES,481,34.19
196116,CA,CALIFORNIA,MEASLES,2276,13.8
196116,CO,COLORADO,MEASLES,147,7.97
196116,CT,CONNECTICUT,MEASLES,308,11.91
196116,DC,DISTRICT OF COLUMBIA,MEASLES,43,5.53
196116,DE,DELAWARE,MEASLES,53,11.5
196116,FL,FLORIDA,MEASLES,295,5.63
196116,GA,GEORGIA,MEASLES,38,0.95
196116,HI,HAWAII,MEASLES,4,0.61
196116,IA,IOWA,MEASLES,196,7.11
196116,ID,IDAHO,MEASLES,46,6.73
196116,IL,ILLINOIS,MEASLES,700,6.91
196116,IN,INDIANA,MEASLES,361,7.63
196116,KY,KENTUCKY,MEASLES,434,14.21
196116,LA,LOUISIANA,MEASLES,1,0.03
196116,MA,MASSACHUSETTS,MEASLES,711,13.62
196116,MD,MARYLAND,MEASLES,155,4.88
196116,ME,MAINE,MEASLES,47,4.72
196116,MI,MICHIGAN,MEASLES,1445,18.31
196116,MN,MINNESOTA,MEASLES,32,0.92
196116,MO,MISSOURI,MEASLES,132,3.04
196116,MS,MISSISSIPPI,MEASLES,54,2.45
196116,MT,MONTANA,MEASLES,15,2.16
196116,NC,NORTH CAROLINA,MEASLES,198,4.25
196116,ND,NORTH DAKOTA,MEASLES,134,20.9
196116,NE,NEBRASKA,MEASLES,10,0.69
196116,NH,NEW HAMPSHIRE,MEASLES,123,19.9
196116,NJ,NEW JERSEY,MEASLES,853,13.62
196116,NV,NEVADA,MEASLES,6,1.9
196116,NY,NEW YORK,MEASLES,1151,6.75
196116,OH,OHIO,MEASLES,916,9.3
196116,OK,OKLAHOMA,MEASLES,16,0.67
196116,OR,OREGON,MEASLES,168,9.4
196116,PA,PENNSYLVANIA,MEASLES,1229,10.79
196116,RI,RHODE ISLAND,MEASLES,204,23.78
196116,SC,SOUTH CAROLINA,MEASLES,131,5.44
196116,TN,TENNESSEE,MEASLES,589,16.26
196116,TX,TEXAS,MEASLES,643,6.55
196116,UT,UTAH,MEASLES,39,4.17
196116,VA,VIRGINIA,MEASLES,510,12.45
196116,VT,VERMONT,MEASLES,40,10.26
196116,WA,WASHINGTON,MEASLES,265,9.2
196116,WI,WISCONSIN,MEASLES,1938,48.34
196116,WV,WEST VIRGINIA,MEASLES,358,19.58
196117,AK,ALASKA,MEASLES,11,4.62
196117,AL,ALABAMA,MEASLES,66,1.99
196117,AR,ARKANSAS,MEASLES,58,3.21
196117,AZ,ARIZONA,MEASLES,409,29.07
196117,CA,CALIFORNIA,MEASLES,1759,10.66
196117,CO,COLORADO,MEASLES,78,4.23
196117,CT,CONNECTICUT,MEASLES,401,15.51
196117,DC,DISTRICT OF COLUMBIA,MEASLES,5,0.64
196117,DE,DELAWARE,MEASLES,57,12.36
196117,FL,FLORIDA,MEASLES,272,5.19
196117,GA,GEORGIA,MEASLES,45,1.12
196117,HI,HAWAII,MEASLES,2,0.3
196117,IA,IOWA,MEASLES,255,9.25
196117,ID,IDAHO,MEASLES,46,6.73
196117,IL,ILLINOIS,MEASLES,549,5.42
196117,IN,INDIANA,MEASLES,261,5.52
196117,KY,KENTUCKY,MEASLES,430,14.08
196117,LA,LOUISIANA,MEASLES,3,0.09
196117,MA,MASSACHUSETTS,MEASLES,749,14.35
196117,MD,MARYLAND,MEASLES,316,9.95
196117,ME,MAINE,MEASLES,58,5.83
196117,MI,MICHIGAN,MEASLES,1524,19.31
196117,MN,MINNESOTA,MEASLES,96,2.77
196117,MO,MISSOURI,MEASLES,198,4.55
196117,MS,MISSISSIPPI,MEASLES,86,3.9
196117,MT,MONTANA,MEASLES,35,5.03
196117,NC,NORTH CAROLINA,MEASLES,142,3.05
196117,ND,NORTH DAKOTA,MEASLES,154,24.02
196117,NE,NEBRASKA,MEASLES,48,3.32
196117,NH,NEW HAMPSHIRE,MEASLES,90,14.56
196117,NJ,NEW JERSEY,MEASLES,1106,17.65
196117,NV,NEVADA,MEASLES,23,7.3
196117,NY,NEW YORK,MEASLES,1178,6.9
196117,OH,OHIO,MEASLES,909,9.22
196117,OK,OKLAHOMA,MEASLES,20,0.84
196117,OR,OREGON,MEASLES,230,12.87
196117,PA,PENNSYLVANIA,MEASLES,1346,11.82
196117,RI,RHODE ISLAND,MEASLES,345,40.21
196117,SC,SOUTH CAROLINA,MEASLES,60,2.49
196117,SD,SOUTH DAKOTA,MEASLES,1,0.14
196117,TN,TENNESSEE,MEASLES,468,12.92
196117,TX,TEXAS,MEASLES,1001,10.19
196117,UT,UTAH,MEASLES,22,2.35
196117,VA,VIRGINIA,MEASLES,597,14.58
196117,VT,VERMONT,MEASLES,17,4.36
196117,WA,WASHINGTON,MEASLES,337,11.69
196117,WI,WISCONSIN,MEASLES,1878,46.84
196117,WV,WEST VIRGINIA,MEASLES,414,22.65
196117,WY,WYOMING,MEASLES,22,6.53
196118,AK,ALASKA,MEASLES,6,2.52
196118,AL,ALABAMA,MEASLES,191,5.76
196118,AZ,ARIZONA,MEASLES,388,27.58
196118,CA,CALIFORNIA,MEASLES,1933,11.72
196118,CO,COLORADO,MEASLES,184,9.98
196118,CT,CONNECTICUT,MEASLES,462,17.87
196118,DC,DISTRICT OF COLUMBIA,MEASLES,19,2.44
196118,DE,DELAWARE,MEASLES,42,9.11
196118,FL,FLORIDA,MEASLES,729,13.9
196118,GA,GEORGIA,MEASLES,9,0.22
196118,HI,HAWAII,MEASLES,5,0.76
196118,IA,IOWA,MEASLES,253,9.18
196118,ID,IDAHO,MEASLES,16,2.34
196118,IL,ILLINOIS,MEASLES,680,6.71
196118,IN,INDIANA,MEASLES,255,5.39
196118,KY,KENTUCKY,MEASLES,544,17.81
196118,LA,LOUISIANA,MEASLES,1,0.03
196118,MA,MASSACHUSETTS,MEASLES,943,18.07
196118,MD,MARYLAND,MEASLES,136,4.28
196118,ME,MAINE,MEASLES,81,8.14
196118,MI,MICHIGAN,MEASLES,1467,18.59
196118,MN,MINNESOTA,MEASLES,51,1.47
196118,MO,MISSOURI,MEASLES,153,3.52
196118,MS,MISSISSIPPI,MEASLES,85,3.85
196118,MT,MONTANA,MEASLES,50,7.18
196118,NC,NORTH CAROLINA,MEASLES,245,5.25
196118,ND,NORTH DAKOTA,MEASLES,199,31.05
196118,NE,NEBRASKA,MEASLES,88,6.09
196118,NH,NEW HAMPSHIRE,MEASLES,60,9.71
196118,NJ,NEW JERSEY,MEASLES,827,13.2
196118,NY,NEW YORK,MEASLES,1357,7.95
196118,OH,OHIO,MEASLES,751,7.62
196118,OK,OKLAHOMA,MEASLES,44,1.85
196118,OR,OREGON,MEASLES,216,12.09
196118,PA,PENNSYLVANIA,MEASLES,1016,8.92
196118,RI,RHODE ISLAND,MEASLES,393,45.8
196118,SC,SOUTH CAROLINA,MEASLES,116,4.82
196118,SD,SOUTH DAKOTA,MEASLES,2,0.29
196118,TN,TENNESSEE,MEASLES,721,19.91
196118,TX,TEXAS,MEASLES,914,9.31
196118,UT,UTAH,MEASLES,133,14.21
196118,VA,VIRGINIA,MEASLES,645,15.75
196118,VT,VERMONT,MEASLES,22,5.64
196118,WA,WASHINGTON,MEASLES,311,10.79
196118,WI,WISCONSIN,MEASLES,1840,45.9
196118,WV,WEST VIRGINIA,MEASLES,467,25.55
196118,WY,WYOMING,MEASLES,1,0.3
196119,AK,ALASKA,MEASLES,8,3.36
196119,AL,ALABAMA,MEASLES,145,4.37
196119,AR,ARKANSAS,MEASLES,80,4.43
196119,AZ,ARIZONA,MEASLES,298,21.18
196119,CA,CALIFORNIA,MEASLES,2227,13.5
196119,CO,COLORADO,MEASLES,253,13.72
196119,CT,CONNECTICUT,MEASLES,463,17.9
196119,DC,DISTRICT OF COLUMBIA,MEASLES,6,0.77
196119,DE,DELAWARE,MEASLES,32,6.94
196119,FL,FLORIDA,MEASLES,134,2.56
196119,GA,GEORGIA,MEASLES,11,0.27
196119,HI,HAWAII,MEASLES,5,0.76
196119,IA,IOWA,MEASLES,641,23.26
196119,ID,IDAHO,MEASLES,33,4.82
196119,IL,ILLINOIS,MEASLES,446,4.4
196119,IN,INDIANA,MEASLES,352,7.44
196119,KY,KENTUCKY,MEASLES,361,11.82
196119,MA,MASSACHUSETTS,MEASLES,924,17.7
196119,MD,MARYLAND,MEASLES,244,7.68
196119,ME,MAINE,MEASLES,55,5.53
196119,MI,MICHIGAN,MEASLES,1883,23.86
196119,MN,MINNESOTA,MEASLES,46,1.33
196119,MO,MISSOURI,MEASLES,153,3.52
196119,MS,MISSISSIPPI,MEASLES,85,3.85
196119,MT,MONTANA,MEASLES,35,5.03
196119,NC,NORTH CAROLINA,MEASLES,153,3.28
196119,ND,NORTH DAKOTA,MEASLES,94,14.66
196119,NE,NEBRASKA,MEASLES,15,1.04
